; CSV, generated by libsigrok4DSL 0.2.0 on Sun Nov 09 13:07:41 2025
; Channels (16/16)
; Sample rate: 50 kHz
; Sample count: 600.64 K Samples
Time(s), clock, a15, a14, a13, a12, a11, a10, a9, a8, a7, a6, a5, a4, a3, a2, a1
11.31702,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
11.31704,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.31706,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.31708,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.3171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.31782,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.3179,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.31866,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.31872,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.31948,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.31956,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.32008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.32018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.32032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.32038,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.32066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.32072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.32076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.32084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.32094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.32098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.32122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.32126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.32204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.32206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.32372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.32536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.32538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.32784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.32786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.32952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.33116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.33118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.33282,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.33284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.33448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.33614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.33616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.33688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.33698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.33772,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.3378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.33856,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.33862,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.33938,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.33946,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.34022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.34028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.34062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.34066,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.34076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.34082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.34084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.34112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.34114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.34194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.34196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.34362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.34446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.34448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.34608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.35188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.35354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.35356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.35522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.35686,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.35712,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.35716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11.35722,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.35762,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.3577,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.35846,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.35852,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.35928,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.35936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.36012,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.36018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.36026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3603,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.36032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.36064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.36068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.36074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.36078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.36082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.36088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.36102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.36104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.36122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.36184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.36186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.36266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.36268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.36432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.36434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.36598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.37178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.37344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.37346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.37512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.37676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.37678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.37692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3771,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.37712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.37718,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.37752,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.3776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.37836,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.37842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.37918,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.37926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.38002,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.38008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.38026,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1
11.38028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.3803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.38032,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
11.38034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.38062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.38072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.38074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.38078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.38082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.38084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.38092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.38094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.38098,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.38108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.38174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.38176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.38256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.38258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.38422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.38424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.38588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.39168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.39334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.39336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.39502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.39666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.39668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.39694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.39716,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.39718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.3972,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.39722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.39724,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.39742,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.3975,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.39826,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.39832,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.39908,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.39916,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.39992,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.39998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.40026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.40028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.4003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.40032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.40036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.40068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.40086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.40092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.40104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.40112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.40114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.40164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.40166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.40246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4033,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.40332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.40412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.40414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.40578,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.41324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.41326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.41492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.41656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.41658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.41696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.41722,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1
11.41724,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.41726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.41728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.41732,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.4174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.41816,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.41822,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.41898,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.41906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.41982,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.41988,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.42036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.42042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.42044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.42064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.42072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.42088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.42094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.42096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.42104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.42106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.42116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.42118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.42154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.42156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.42236,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.42238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.42322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.42402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.42404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.42568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.43314,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.43316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.43482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.43646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.43648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.43704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.43722,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.43724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.43726,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.4373,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.43806,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.43812,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.43888,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.43896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.43972,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.43978,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.44034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44036,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
11.44038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.4404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.44044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44048,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1
11.4405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.44726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.45304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.45306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.45472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.45636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.45638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.45706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.45712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.45728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.45796,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.45802,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.45878,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.45886,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.45962,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.45968,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.46032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.46034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.4604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.46044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.46052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.46074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.46076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.46086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.46096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.46104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.46108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.46116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.46118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.46134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.46136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.46216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.46218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.46302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.46382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.46384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.46632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.47044,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.47046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.47212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.47376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.47378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.47542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.47544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.47708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.47728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.4773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.47734,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.47784,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.47792,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.47868,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.47874,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.4795,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.47958,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.48034,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.4804,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.48042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.48044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11.48046,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4805,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
11.48052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.48056,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
11.48058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.48082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.48084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.48092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.48094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.48102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.48112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.48122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.48124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.48206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.48208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.48288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.48454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.48456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.4862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
